,SchulNr,Unnamed: 1,Name,Unnamed: 3,Schulart,Unnamed: 5,Bezirk,Unnamed: 7,Ortsteil,Unnamed: 9,Unnamed: 10,url
743,04S05,,Ernst-Adolf-Eschke-Schule für Gehörlose,,Förderschwerp. einschl. beruflichem Teil,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21557
744,04S05,,Ernst-Adolf-Eschke-Schule für Gehörlose,,Förderschwerp. einschl. beruflichem Teil,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21558
745,04S05,,Ernst-Adolf-Eschke-Schule für Gehörlose,,Förderschwerp. einschl. beruflichem Teil,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21559
746,04S05,,Ernst-Adolf-Eschke-Schule für Gehörlose,,Förderschwerp. einschl. beruflichem Teil,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21560
747,04S05,,Ernst-Adolf-Eschke-Schule für Gehörlose,,Förderschwerp. einschl. beruflichem Teil,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21561
748,04S05,,Ernst-Adolf-Eschke-Schule für Gehörlose,,Förderschwerp. einschl. beruflichem Teil,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21562
749,12P07,,Private Goethe-Schulen,,Kombinierte allgemein bildende Schule,,Reinickendorf,,Wittenau,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21333
750,12P07,,Private Goethe-Schulen,,Kombinierte allgemein bildende Schule,,Reinickendorf,,Wittenau,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21334
751,12P07,,Private Goethe-Schulen,,Kombinierte allgemein bildende Schule,,Reinickendorf,,Wittenau,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22678
752,07E32,,Berlin Dance Institute,,Künstlerische Schule,,Tempelhof-Schöneberg,,Schöneberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22661
753,08G09,,Regenbogen-Schule (Grundschule),,Grundschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22411
754,04G19,,Grundschule am Rüdesheimer Platz,,Grundschule,,Charlottenburg-Wilmersdorf,,Wilmersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22458
755,11P01,,Katholische Schule Sankt Mauritius (Grundschule),,Grundschule,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21928
756,07E26,,Internationale Dance Academy Berlin,,Künstlerische Schule,,Tempelhof-Schöneberg,,Friedenau,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22533
757,12Y03,,Humboldt-Gymnasium,,Gymnasium,,Reinickendorf,,Tegel,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22252
758,12K01,,Julius-Leber-Schule,,Integrierte Sekundarschule,,Reinickendorf,,Tegel,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22261
759,12G13,,Franz-Marc-Grundschule,,Grundschule,,Reinickendorf,,Tegel,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22108
760,04G22,,Grunewald-Grundschule,,Grundschule,,Charlottenburg-Wilmersdorf,,Grunewald,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22460
761,11B04,,Friedrich-List-Schule (OSZ Büromanagement und Wirtschaftssprachen),,Oberstufenzentrum,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22575
762,11B04,,Friedrich-List-Schule (OSZ Büromanagement und Wirtschaftssprachen),,Oberstufenzentrum,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22576
763,11B04,,Friedrich-List-Schule (OSZ Büromanagement und Wirtschaftssprachen),,Oberstufenzentrum,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22577
764,11B04,,Friedrich-List-Schule (OSZ Büromanagement und Wirtschaftssprachen),,Oberstufenzentrum,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22578
765,11B04,,Friedrich-List-Schule (OSZ Büromanagement und Wirtschaftssprachen),,Oberstufenzentrum,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22579
766,09G30,,Kiefholz-Grundschule,,Grundschule,,Treptow-Köpenick,,Alt-Treptow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22553
767,08G03,,Hans-Fallada-Schule (Grundschule),,Grundschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22218
768,08S06,,Hans-Fallada-Schule,,"Förderschwerp. ""Lernen""",,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21427
769,04P01,,Katholische Schule Herz Jesu (Grundschule),,Grundschule,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22086
770,11K02,,Mildred-Harnack-Schule,,Integrierte Sekundarschule,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22194
771,11G19,,Obersee-Schule (Grundschule),,Grundschule,,Lichtenberg,,Alt-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21901
772,04G06,,Wald-Grundschule,,Grundschule,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22385
773,04G23,,Alt-Schmargendorf-Grundschule,,Grundschule,,Charlottenburg-Wilmersdorf,,Schmargendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21778
774,08P04,,Katholische Schule Sankt Marien,,Kombinierte allgemein bildende Schule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21457
775,08P04,,Katholische Schule Sankt Marien,,Kombinierte allgemein bildende Schule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21458
776,04P03,,Heinz-Galinski-Schule (Grundschule),,Grundschule,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22131
777,04S04,,Reinfelder-Schule,,Übrige Förderschwerpunkte,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21555
778,04S04,,Reinfelder-Schule,,Übrige Förderschwerpunkte,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21556
779,04E22,,Verein zur Förderung des modernen Tanzes e.V.,,Künstlerische Schule,,Charlottenburg-Wilmersdorf,,Grunewald,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22349
780,11E14,,Ausbildungszentrum OTA GmbH,,Sonstige Ergänzungsschule,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22519
781,04G27,,Judith-Kerr-Grundschule,,Grundschule,,Charlottenburg-Wilmersdorf,,Schmargendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21484
782,04Y08,,Hildegard-Wegscheider-Gymnasium,,Gymnasium,,Charlottenburg-Wilmersdorf,,Grunewald,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21486
783,12P11,,Alternativschule Berlin (Gemeinschaftsschule),,Gemeinschaftsschule,,Reinickendorf,,Waidmannslust,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22482
784,04Y02,,Wald-Gymnasium,,Gymnasium,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22137
785,04G24,,Carl-Orff-Grundschule,,Grundschule,,Charlottenburg-Wilmersdorf,,Schmargendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22461
786,12G28,,Grundschule in den Rollbergen,,Grundschule,,Reinickendorf,,Waidmannslust,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22101
787,05B02,,Knobelsdorff-Schule (OSZ Bautechnik I),,Oberstufenzentrum,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21771
788,05B02,,Knobelsdorff-Schule (OSZ Bautechnik I),,Oberstufenzentrum,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21772
789,05B02,,Knobelsdorff-Schule (OSZ Bautechnik I),,Oberstufenzentrum,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21773
790,05B02,,Knobelsdorff-Schule (OSZ Bautechnik I),,Oberstufenzentrum,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21774
791,05B02,,Knobelsdorff-Schule (OSZ Bautechnik I),,Oberstufenzentrum,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21775
792,08G14,,Konrad-Agahd-Schule (Grundschule),,Grundschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22415
793,07G19,,Paul-Simmel-Grundschule,,Grundschule,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21378
794,06G14,,Sachsenwald-Grundschule,,Grundschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21348
795,07Y06,,Askanisches Gymnasium,,Gymnasium,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22220
796,12P19,,APEGO-Schule Berlin (Gemeinschaftsschule),,Gemeinschaftsschule,,Reinickendorf,,Waidmannslust,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22637
797,08G12,,Peter-Petersen-Schule (Grundschule),,Grundschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22413
798,11P18,,Akademie für berufliche Bildung (AFBB) gGmbH,,Kombinierte berufliche Schule,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22586
799,11P18,,Akademie für berufliche Bildung (AFBB) gGmbH,,Kombinierte berufliche Schule,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22587
800,11P18,,Akademie für berufliche Bildung (AFBB) gGmbH,,Kombinierte berufliche Schule,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22588
801,03E16,,Primus Bildungscentren GmbH - Schule für Handwerk und Gestaltung,,Sonstige Ergänzungsschule,,Pankow,,Blankenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22031
802,11Y10,,Manfred-von-Ardenne-Gymnasium,,Gymnasium,,Lichtenberg,,Alt-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21647
803,11G07,,Hermann-Gmeiner-Schule (Grundschule),,Grundschule,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22046
804,06G15,,Dunant-Grundschule,,Grundschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21349
805,03G21,,Grundschule unter den Bäumen,,Grundschule,,Pankow,,Blankenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22013
806,11G16,,Schule an der Victoriastadt (Grundschule),,Grundschule,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22199
807,08G18,,Eduard-Mörike-Schule (Grundschule),,Grundschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22219
808,06K03,,Kopernikus-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21364
809,07G07,,Lindenhof-Grundschule,,Grundschule,,Tempelhof-Schöneberg,,Schöneberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21495
810,12E05,,Bibelschule Gemeinde auf dem Weg,,Sonstige Ergänzungsschule,,Reinickendorf,,Tegel,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22356
811,11E12,,Lichtenberger Sprachinstitut,,Sprachenschule,,Lichtenberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22091
812,07G20,,Maria-Montessori-Grundschule,,Grundschule,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21524
813,07S04,,Marianne-Cohn-Schule,,"Förderschwerp. ""Geistige Entwicklung""",,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21341
814,12G19,,Münchhausen-Grundschule,,Grundschule,,Reinickendorf,,Waidmannslust,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22099
815,11K09,,Philipp-Reis-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Lichtenberg,,Alt-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22152
816,08G17,,Richard-Schule (Grundschule),,Grundschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22418
817,08S01,,Adolf-Reichwein-Schule,,"Förderschwerp. ""Lernen""",,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21404
818,08S01,,Adolf-Reichwein-Schule,,"Förderschwerp. ""Lernen""",,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21405
819,08S01,,Adolf-Reichwein-Schule,,"Förderschwerp. ""Lernen""",,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21406
820,12P14,,Montessori Campus am Tegeler Forst,,Integrierte Sekundarschule,,Reinickendorf,,Tegel,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22508
821,12P14,,Montessori Campus am Tegeler Forst,,Integrierte Sekundarschule,,Reinickendorf,,Tegel,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22509
822,06E14,,"MSK Berlin GbR-Schule für Musik, Sprache und Kunst",,Künstlerische Schule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22486
823,03G33,,Jeanne-Barez-Schule (Grundschule),,Grundschule,,Pankow,,Französisch Buchholz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21984
824,02G11,,Thalia-Grundschule,,Grundschule,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21875
825,11G05,,Schule auf dem lichten Berg (Grundschule),,Grundschule,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22063
826,03S06,,Schule am Birkenhof,,"Förderschwerp. ""Lernen""",,Pankow,,Französisch Buchholz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21977
827,03S06,,Schule am Birkenhof,,"Förderschwerp. ""Lernen""",,Pankow,,Französisch Buchholz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21978
828,03G40,,Schule am Birkenhof,,Grundschule,,Pankow,,Französisch Buchholz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22324
829,08Y01,,Albrecht-Dürer-Gymnasium,,Gymnasium,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22435
830,11K10,,Grüner Campus Malchow (Gemeinschaftsschule),,Gemeinschaftsschule,,Lichtenberg,,Malchow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22004
831,04P42,,Private Kant-Schule - Berlin International School,,Integrierte Sekundarschule,,Charlottenburg-Wilmersdorf,,Schmargendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22614
832,04E55,,Private Kant-Schule,,Sonstige Ergänzungsschule,,Charlottenburg-Wilmersdorf,,Schmargendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22663
833,07P15,,DAA - Deutsche Angestellten-Akademie GmbH,,Fachschule,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22589
834,07E15,,Tanzakademie balance 1,,Künstlerische Schule,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22281
835,06P11,,Private Kant-Schule,,Integrierte Sekundarschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21497
836,12P04,,Katholische Schule Salvator,,Kombinierte allgemein bildende Schule,,Reinickendorf,,Waidmannslust,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22064
837,12P04,,Katholische Schule Salvator,,Kombinierte allgemein bildende Schule,,Reinickendorf,,Waidmannslust,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22065
838,12P04,,Katholische Schule Salvator,,Kombinierte allgemein bildende Schule,,Reinickendorf,,Waidmannslust,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22066
839,08G21,,Silberstein-Schule (Grundschule),,Grundschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21867
840,08G36,,Löwenzahn-Schule (Grundschule),,Grundschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22282
841,11G36,,36. Schule (Grundschule),,Grundschule,,Lichtenberg,,Alt-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22674
842,11G34,,34. Schule (Grundschule),,Grundschule,,Lichtenberg,,Alt-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22651
843,11B02,,"Max-Taut-Schule (OSZ Gebäude, Umwelt, Technik)",,Oberstufenzentrum,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22169
844,11B02,,"Max-Taut-Schule (OSZ Gebäude, Umwelt, Technik)",,Oberstufenzentrum,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22170
845,11B02,,"Max-Taut-Schule (OSZ Gebäude, Umwelt, Technik)",,Oberstufenzentrum,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22171
846,11B02,,"Max-Taut-Schule (OSZ Gebäude, Umwelt, Technik)",,Oberstufenzentrum,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22172
847,11B02,,"Max-Taut-Schule (OSZ Gebäude, Umwelt, Technik)",,Oberstufenzentrum,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22173
848,06Y07,,Paulsen-Gymnasium,,Gymnasium,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21520
849,11G21,,Schule Am Faulen See (Grundschule),,Grundschule,,Lichtenberg,,Alt-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21902
850,11G17,,Brodowin-Schule (Grundschule),,Grundschule,,Lichtenberg,,Alt-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21900
851,08G15,,Hermann-Sander-Schule (Grundschule),,Grundschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22416
852,07P05,,Freie Schule in Berlin (Grundschule),,Grundschule,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21362
853,11Y11,,Immanuel-Kant-Gymnasium,,Gymnasium,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22011
854,05G13,,Bernd-Ryke-Grundschule,,Grundschule,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21807
855,07G22,,Paul-Klee-Grundschule,,Grundschule,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21526
856,07E30,,Samuel-Hahnemann-Schule,,Heilpraktikerschule,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22626
857,07P16,,Vivantes Berufsfachschule für Altenpflege,,Berufsfachschule,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22591
858,12Y06,,Schulfarm Insel Scharfenberg,,Gymnasium,,Reinickendorf,,Tegel,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22245
859,08P09,,MeineSchuleBerlin (Gemeinschaftsschule),,Gemeinschaftsschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22124
